post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks,date,year,month,month_name,week,day_of_week,hour,quarter,time_slot,total_engagement,engagement_rate,reach_rate,ctr,performance_tier
POST_0626,2023-10-14 09:12:00,Instagram,Reel,Product Launch,74335,62059,18199,1278,1242,459,1323,2023-10-14,2023,10,Oct,41,Saturday,9,4,Morning (6-11),21178,34.13,83.49,1.78,High Performer
POST_0627,2023-11-01 11:28:00,Twitter,Text,Tutorial,1548,1376,96,9,3,0,21,2023-11-01,2023,11,Nov,44,Wednesday,11,4,Morning (6-11),108,7.85,88.89,1.36,Needs Improvement
POST_0628,2023-06-12 22:37:00,Instagram,Story,Festive/Seasonal,8475,7516,346,51,13,27,161,2023-06-12,2023,6,Jun,24,Monday,22,2,Night (22-5),437,5.81,88.68,1.9,Needs Improvement
POST_0629,2023-08-15 08:27:00,Instagram,Reel,Behind the Scenes,80530,56210,9296,1598,876,680,1616,2023-08-15,2023,8,Aug,33,Tuesday,8,3,Morning (6-11),12450,22.15,69.8,2.01,Average
POST_0630,2023-11-10 06:24:00,Instagram,Carousel,Tutorial,33556,22390,2691,244,200,111,323,2023-11-10,2023,11,Nov,45,Friday,6,4,Morning (6-11),3246,14.5,66.72,0.96,Average
POST_0631,2023-09-16 17:00:00,Twitter,Story,Behind the Scenes,3795,2592,130,10,6,0,75,2023-09-16,2023,9,Sep,37,Saturday,17,3,Evening (17-21),146,5.63,68.3,1.98,Needs Improvement
POST_0632,2023-08-07 09:45:00,Instagram,Reel,Festive/Seasonal,97275,80156,17698,2780,783,852,2727,2023-08-07,2023,8,Aug,32,Monday,9,3,Morning (6-11),22113,27.59,82.4,2.8,High Performer
POST_0633,2023-10-08 19:13:00,Instagram,Image,Festive/Seasonal,34491,22637,2586,235,87,146,389,2023-10-08,2023,10,Oct,40,Sunday,19,4,Evening (17-21),3054,13.49,65.63,1.13,Average
POST_0634,2023-08-17 07:13:00,Instagram,Image,Festive/Seasonal,30319,20318,1262,111,45,94,206,2023-08-17,2023,8,Aug,33,Thursday,7,3,Morning (6-11),1512,7.44,67.01,0.68,Needs Improvement
POST_0635,2023-03-23 02:17:00,Instagram,Image,Festive/Seasonal,8016,7066,448,78,19,28,186,2023-03-23,2023,3,Mar,12,Thursday,2,1,Night (22-5),573,8.11,88.15,2.32,Needs Improvement
POST_0636,2023-09-01 10:48:00,Facebook,Reel,Tutorial,34058,26854,7112,536,296,0,1006,2023-09-01,2023,9,Sep,35,Friday,10,3,Morning (6-11),7944,29.58,78.85,2.95,High Performer
POST_0637,2023-08-19 10:45:00,Facebook,Carousel,Product Launch,13546,9952,2080,303,149,0,362,2023-08-19,2023,8,Aug,33,Saturday,10,3,Morning (6-11),2532,25.44,73.47,2.67,High Performer
POST_0638,2023-05-13 23:51:00,Instagram,Reel,Festive/Seasonal,11423,8159,2015,160,165,151,185,2023-05-13,2023,5,May,19,Saturday,23,2,Night (22-5),2491,30.53,71.43,1.62,High Performer
POST_0639,2023-05-07 06:50:00,Facebook,Video,Promotion/Sale,20361,15724,2999,504,209,0,516,2023-05-07,2023,5,May,18,Sunday,6,2,Morning (6-11),3712,23.61,77.23,2.53,Average
POST_0640,2023-11-23 08:04:00,Facebook,Reel,User Generated Content,72372,53226,12722,2039,705,0,1799,2023-11-23,2023,11,Nov,47,Thursday,8,4,Morning (6-11),15466,29.06,73.55,2.49,High Performer
POST_0641,2023-05-22 03:36:00,Instagram,Reel,Tutorial,46962,39977,13765,1395,462,607,1207,2023-05-22,2023,5,May,21,Monday,3,2,Night (22-5),16229,40.6,85.13,2.57,High Performer
POST_0642,2023-09-24 08:06:00,Instagram,Reel,Tutorial,84502,70748,15521,2056,668,1008,1865,2023-09-24,2023,9,Sep,38,Sunday,8,3,Morning (6-11),19253,27.21,83.72,2.21,High Performer
POST_0643,2023-09-06 08:51:00,Instagram,Reel,Promotion/Sale,90994,70124,12854,2259,1029,995,1599,2023-09-06,2023,9,Sep,36,Wednesday,8,3,Morning (6-11),17137,24.44,77.06,1.76,High Performer
POST_0644,2023-11-17 11:55:00,Instagram,Reel,Promotion/Sale,27855,24358,6391,907,304,299,333,2023-11-17,2023,11,Nov,46,Friday,11,4,Morning (6-11),7901,32.44,87.45,1.2,High Performer
POST_0645,2023-05-03 18:34:00,Instagram,Carousel,Product Launch,32123,25302,2379,344,171,151,837,2023-05-03,2023,5,May,18,Wednesday,18,2,Evening (17-21),3045,12.03,78.77,2.61,Average
POST_0646,2023-05-21 05:11:00,Instagram,Image,Tutorial,15843,12569,1015,136,35,74,170,2023-05-21,2023,5,May,20,Sunday,5,2,Night (22-5),1260,10.02,79.33,1.07,Average
POST_0647,2023-08-14 11:23:00,Facebook,Image,Product Launch,11835,8857,827,133,44,0,319,2023-08-14,2023,8,Aug,33,Monday,11,3,Morning (6-11),1004,11.34,74.84,2.7,Average
POST_0648,2023-02-09 11:20:00,Facebook,Carousel,Promotion/Sale,5955,5027,975,71,58,0,75,2023-02-09,2023,2,Feb,6,Thursday,11,1,Morning (6-11),1104,21.96,84.42,1.26,Average
POST_0649,2023-05-27 18:12:00,Twitter,Carousel,Promotion/Sale,8756,6121,627,34,32,0,163,2023-05-27,2023,5,May,21,Saturday,18,2,Evening (17-21),693,11.32,69.91,1.86,Average
POST_0650,2023-05-01 21:29:00,Twitter,Reel,Tutorial,56305,45986,11011,1914,884,0,1743,2023-05-01,2023,5,May,18,Monday,21,2,Evening (17-21),13809,30.03,81.67,3.1,High Performer
POST_0651,2023-05-20 14:07:00,Facebook,Reel,Behind the Scenes,12370,10285,1635,146,109,0,277,2023-05-20,2023,5,May,20,Saturday,14,2,Afternoon (12-16),1890,18.38,83.14,2.24,Average
POST_0652,2023-06-21 10:16:00,Facebook,Story,Tutorial,7700,5325,337,43,32,0,169,2023-06-21,2023,6,Jun,25,Wednesday,10,2,Morning (6-11),412,7.74,69.16,2.19,Needs Improvement
POST_0653,2023-06-13 15:42:00,Instagram,Reel,Behind the Scenes,39765,27756,8289,1086,598,409,717,2023-06-13,2023,6,Jun,24,Tuesday,15,2,Afternoon (12-16),10382,37.4,69.8,1.8,High Performer
POST_0654,2023-10-04 19:55:00,Instagram,Video,Festive/Seasonal,57944,45186,7060,1091,303,177,1043,2023-10-04,2023,10,Oct,40,Wednesday,19,4,Evening (17-21),8631,19.1,77.98,1.8,Average
POST_0655,2023-02-11 01:31:00,Facebook,Carousel,Product Launch,8212,6483,790,135,74,0,162,2023-02-11,2023,2,Feb,6,Saturday,1,1,Night (22-5),999,15.41,78.95,1.97,Average
POST_0656,2023-03-12 16:33:00,Instagram,Video,Promotion/Sale,33960,28332,3406,380,182,256,293,2023-03-12,2023,3,Mar,10,Sunday,16,1,Afternoon (12-16),4224,14.91,83.43,0.86,Average
POST_0657,2023-03-19 09:40:00,Twitter,Story,Product Launch,10568,7094,752,88,54,0,121,2023-03-19,2023,3,Mar,11,Sunday,9,1,Morning (6-11),894,12.6,67.13,1.14,Average
POST_0658,2023-04-29 12:20:00,Instagram,Image,Tutorial,23834,18049,996,63,88,34,286,2023-04-29,2023,4,Apr,17,Saturday,12,2,Afternoon (12-16),1181,6.54,75.73,1.2,Needs Improvement
POST_0659,2023-07-16 19:38:00,Instagram,Carousel,User Generated Content,28295,22471,2003,109,67,140,304,2023-07-16,2023,7,Jul,28,Sunday,19,3,Evening (17-21),2319,10.32,79.42,1.07,Average
POST_0660,2023-12-22 05:24:00,Facebook,Image,User Generated Content,4028,3059,394,33,23,0,34,2023-12-22,2023,12,Dec,51,Friday,5,4,Night (22-5),450,14.71,75.94,0.84,Average
POST_0661,2023-03-20 01:39:00,Instagram,Story,Festive/Seasonal,15439,11318,664,42,36,17,373,2023-03-20,2023,3,Mar,12,Monday,1,1,Night (22-5),759,6.71,73.31,2.42,Needs Improvement
POST_0662,2023-12-28 20:25:00,Instagram,Video,Tutorial,78707,70247,21479,2751,1698,797,2031,2023-12-28,2023,12,Dec,52,Thursday,20,4,Evening (17-21),26725,38.04,89.25,2.58,High Performer
POST_0663,2023-04-20 16:37:00,Instagram,Story,Product Launch,10000,7204,424,72,14,20,269,2023-04-20,2023,4,Apr,16,Thursday,16,2,Afternoon (12-16),530,7.36,72.04,2.69,Needs Improvement
POST_0664,2023-02-02 10:07:00,Twitter,Story,Promotion/Sale,1734,1363,73,6,6,0,36,2023-02-02,2023,2,Feb,5,Thursday,10,1,Morning (6-11),85,6.24,78.6,2.08,Needs Improvement
POST_0665,2023-08-01 04:22:00,Instagram,Reel,Behind the Scenes,12008,10698,2401,308,85,146,406,2023-08-01,2023,8,Aug,31,Tuesday,4,3,Night (22-5),2940,27.48,89.09,3.38,High Performer
POST_0666,2023-07-28 07:22:00,Facebook,Carousel,Festive/Seasonal,33214,22636,3525,527,206,0,823,2023-07-28,2023,7,Jul,30,Friday,7,3,Morning (6-11),4258,18.81,68.15,2.48,Average
POST_0667,2023-06-19 15:54:00,Facebook,Image,User Generated Content,11646,7952,618,47,57,0,260,2023-06-19,2023,6,Jun,25,Monday,15,2,Afternoon (12-16),722,9.08,68.28,2.23,Needs Improvement
POST_0668,2023-10-05 09:29:00,Instagram,Story,Promotion/Sale,29015,21042,1036,153,65,34,599,2023-10-05,2023,10,Oct,40,Thursday,9,4,Morning (6-11),1288,6.12,72.52,2.06,Needs Improvement
POST_0669,2023-08-27 22:39:00,Facebook,Story,Product Launch,6247,4291,458,35,17,0,69,2023-08-27,2023,8,Aug,34,Sunday,22,3,Night (22-5),510,11.89,68.69,1.1,Average
POST_0670,2023-08-01 01:11:00,Instagram,Reel,User Generated Content,44375,33564,9154,482,296,427,1157,2023-08-01,2023,8,Aug,31,Tuesday,1,3,Night (22-5),10359,30.86,75.64,2.61,High Performer
POST_0671,2023-02-01 05:52:00,Twitter,Reel,Tutorial,12781,10958,1777,304,146,0,419,2023-02-01,2023,2,Feb,5,Wednesday,5,1,Night (22-5),2227,20.32,85.74,3.28,Average
POST_0672,2023-04-16 11:43:00,Instagram,Image,Promotion/Sale,16289,12067,1666,142,88,103,397,2023-04-16,2023,4,Apr,15,Sunday,11,2,Morning (6-11),1999,16.57,74.08,2.44,Average
POST_0673,2023-08-04 09:45:00,Facebook,Reel,User Generated Content,28946,21617,4331,387,427,0,633,2023-08-04,2023,8,Aug,31,Friday,9,3,Morning (6-11),5145,23.8,74.68,2.19,Average
POST_0674,2023-07-19 11:51:00,Instagram,Reel,Behind the Scenes,51714,46240,10383,1601,627,749,713,2023-07-19,2023,7,Jul,29,Wednesday,11,3,Morning (6-11),13360,28.89,89.41,1.38,High Performer
POST_0675,2023-10-27 02:19:00,Twitter,Image,Promotion/Sale,5067,4064,368,53,16,0,47,2023-10-27,2023,10,Oct,43,Friday,2,4,Night (22-5),437,10.75,80.21,0.93,Average
POST_0676,2023-12-23 04:58:00,Twitter,Reel,Promotion/Sale,8086,6214,1062,102,61,0,72,2023-12-23,2023,12,Dec,51,Saturday,4,4,Night (22-5),1225,19.71,76.85,0.89,Average
POST_0677,2023-01-11 09:39:00,Instagram,Carousel,User Generated Content,31461,25151,4218,440,333,188,632,2023-01-11,2023,1,Jan,2,Wednesday,9,1,Morning (6-11),5179,20.59,79.94,2.01,Average
POST_0678,2023-10-22 08:37:00,Instagram,Carousel,User Generated Content,19314,15894,2658,146,148,209,359,2023-10-22,2023,10,Oct,42,Sunday,8,4,Morning (6-11),3161,19.89,82.29,1.86,Average
POST_0679,2023-07-14 08:05:00,Twitter,Video,Behind the Scenes,37433,29778,8656,1405,536,0,722,2023-07-14,2023,7,Jul,28,Friday,8,3,Morning (6-11),10597,35.59,79.55,1.93,High Performer
POST_0680,2023-09-02 22:43:00,Instagram,Carousel,Promotion/Sale,17145,15287,2635,160,238,128,184,2023-09-02,2023,9,Sep,35,Saturday,22,3,Night (22-5),3161,20.68,89.16,1.07,Average
POST_0681,2023-01-04 00:08:00,Instagram,Carousel,User Generated Content,16158,11326,2163,264,73,169,287,2023-01-04,2023,1,Jan,1,Wednesday,0,1,Night (22-5),2669,23.57,70.1,1.78,Average
POST_0682,2023-06-30 06:20:00,Facebook,Story,Tutorial,6262,4805,469,42,20,0,66,2023-06-30,2023,6,Jun,26,Friday,6,2,Morning (6-11),531,11.05,76.73,1.05,Average
POST_0683,2023-06-02 12:07:00,Instagram,Story,Festive/Seasonal,19672,13905,666,62,63,27,551,2023-06-02,2023,6,Jun,22,Friday,12,2,Afternoon (12-16),818,5.88,70.68,2.8,Needs Improvement
POST_0684,2023-07-19 21:15:00,Facebook,Carousel,User Generated Content,25474,17699,3545,389,282,0,699,2023-07-19,2023,7,Jul,29,Wednesday,21,3,Evening (17-21),4216,23.82,69.48,2.74,Average
POST_0685,2023-08-03 03:19:00,Facebook,Carousel,Festive/Seasonal,6620,4368,328,49,12,0,104,2023-08-03,2023,8,Aug,31,Thursday,3,3,Night (22-5),389,8.91,65.98,1.57,Needs Improvement
POST_0686,2023-10-03 19:07:00,Instagram,Story,Tutorial,30584,23154,878,133,26,57,852,2023-10-03,2023,10,Oct,40,Tuesday,19,4,Evening (17-21),1094,4.72,75.71,2.79,Needs Improvement
POST_0687,2023-10-07 17:11:00,Facebook,Image,Product Launch,10778,8054,1072,178,57,0,229,2023-10-07,2023,10,Oct,40,Saturday,17,4,Evening (17-21),1307,16.23,74.73,2.12,Average
POST_0688,2023-11-05 07:23:00,Facebook,Reel,Tutorial,41847,37265,9625,1047,476,0,1444,2023-11-05,2023,11,Nov,44,Sunday,7,4,Morning (6-11),11148,29.92,89.05,3.45,High Performer
POST_0689,2023-04-23 14:44:00,Facebook,Story,Tutorial,8789,6325,412,74,13,0,173,2023-04-23,2023,4,Apr,16,Sunday,14,2,Afternoon (12-16),499,7.89,71.96,1.97,Needs Improvement
POST_0690,2023-09-07 17:09:00,Facebook,Image,Product Launch,3442,2370,213,24,10,0,46,2023-09-07,2023,9,Sep,36,Thursday,17,3,Evening (17-21),247,10.42,68.86,1.34,Average
POST_0691,2023-04-23 23:32:00,Instagram,Image,Tutorial,19579,17350,1390,172,130,28,595,2023-04-23,2023,4,Apr,16,Sunday,23,2,Night (22-5),1720,9.91,88.62,3.04,Average
POST_0692,2023-05-20 06:24:00,Instagram,Carousel,User Generated Content,27237,18325,1745,305,118,36,324,2023-05-20,2023,5,May,20,Saturday,6,2,Morning (6-11),2204,12.03,67.28,1.19,Average
POST_0693,2023-08-12 04:26:00,Twitter,Image,Promotion/Sale,8292,7453,563,67,37,0,165,2023-08-12,2023,8,Aug,32,Saturday,4,3,Night (22-5),667,8.95,89.88,1.99,Needs Improvement
POST_0694,2023-09-06 02:38:00,Instagram,Carousel,User Generated Content,10813,9670,1884,216,136,63,254,2023-09-06,2023,9,Sep,36,Wednesday,2,3,Night (22-5),2299,23.77,89.43,2.35,Average
POST_0695,2023-01-15 05:08:00,Instagram,Video,Promotion/Sale,50505,40547,7910,1189,331,340,827,2023-01-15,2023,1,Jan,2,Sunday,5,1,Night (22-5),9770,24.1,80.28,1.64,High Performer
POST_0696,2023-07-19 18:36:00,Instagram,Video,Product Launch,39295,33221,7323,1122,515,296,1139,2023-07-19,2023,7,Jul,29,Wednesday,18,3,Evening (17-21),9256,27.86,84.54,2.9,High Performer
POST_0697,2023-06-22 23:24:00,Instagram,Carousel,Tutorial,16921,12102,887,119,58,41,472,2023-06-22,2023,6,Jun,25,Thursday,23,2,Night (22-5),1105,9.13,71.52,2.79,Needs Improvement
POST_0698,2023-12-09 20:27:00,Instagram,Text,User Generated Content,14044,12160,373,46,33,20,383,2023-12-09,2023,12,Dec,49,Saturday,20,4,Evening (17-21),472,3.88,86.59,2.73,Needs Improvement
POST_0699,2023-12-14 22:11:00,Facebook,Story,User Generated Content,5329,3989,392,32,38,0,154,2023-12-14,2023,12,Dec,50,Thursday,22,4,Night (22-5),462,11.58,74.85,2.89,Average
POST_0700,2023-07-27 23:31:00,Instagram,Image,Promotion/Sale,8784,6473,867,152,52,34,166,2023-07-27,2023,7,Jul,30,Thursday,23,3,Night (22-5),1105,17.07,73.69,1.89,Average
POST_0701,2023-03-26 16:40:00,Facebook,Carousel,Promotion/Sale,13175,8733,690,69,37,0,170,2023-03-26,2023,3,Mar,12,Sunday,16,1,Afternoon (12-16),796,9.11,66.28,1.29,Needs Improvement
POST_0702,2023-08-28 18:34:00,Instagram,Story,Festive/Seasonal,11640,8499,423,38,41,18,198,2023-08-28,2023,8,Aug,35,Monday,18,3,Evening (17-21),520,6.12,73.02,1.7,Needs Improvement
POST_0703,2023-03-07 13:44:00,Instagram,Image,Promotion/Sale,16553,13578,1585,204,57,96,161,2023-03-07,2023,3,Mar,10,Tuesday,13,1,Afternoon (12-16),1942,14.3,82.03,0.97,Average
POST_0704,2023-11-15 08:58:00,Instagram,Reel,Promotion/Sale,90768,75781,13792,2198,443,974,1804,2023-11-15,2023,11,Nov,46,Wednesday,8,4,Morning (6-11),17407,22.97,83.49,1.99,Average
POST_0705,2023-10-01 08:41:00,Facebook,Image,Promotion/Sale,28372,18957,1272,121,93,0,499,2023-10-01,2023,10,Oct,39,Sunday,8,4,Morning (6-11),1486,7.84,66.82,1.76,Needs Improvement
POST_0706,2023-01-14 05:59:00,Facebook,Image,Behind the Scenes,4526,3269,231,17,13,0,101,2023-01-14,2023,1,Jan,2,Saturday,5,1,Night (22-5),261,7.98,72.23,2.23,Needs Improvement
POST_0707,2023-07-21 18:11:00,Facebook,Carousel,Festive/Seasonal,10152,9077,1901,292,89,0,109,2023-07-21,2023,7,Jul,29,Friday,18,3,Evening (17-21),2282,25.14,89.41,1.07,High Performer
POST_0708,2023-10-31 17:35:00,Instagram,Story,User Generated Content,5821,4171,302,45,27,21,86,2023-10-31,2023,10,Oct,44,Tuesday,17,4,Evening (17-21),395,9.47,71.65,1.48,Average
POST_0709,2023-10-16 05:10:00,Twitter,Image,Tutorial,1731,1428,69,7,3,0,43,2023-10-16,2023,10,Oct,42,Monday,5,4,Night (22-5),79,5.53,82.5,2.48,Needs Improvement
POST_0710,2023-12-06 09:31:00,Facebook,Image,Product Launch,32601,23669,2980,262,182,0,752,2023-12-06,2023,12,Dec,49,Wednesday,9,4,Morning (6-11),3424,14.47,72.6,2.31,Average
POST_0712,2023-02-12 23:08:00,Instagram,Reel,Tutorial,26306,19293,5330,882,372,308,493,2023-02-12,2023,2,Feb,6,Sunday,23,1,Night (22-5),6892,35.72,73.34,1.87,High Performer
POST_0713,2023-11-26 19:11:00,Facebook,Reel,User Generated Content,20164,15647,3295,275,205,0,219,2023-11-26,2023,11,Nov,47,Sunday,19,4,Evening (17-21),3775,24.13,77.6,1.09,High Performer
POST_0714,2023-08-08 07:20:00,Instagram,Image,Promotion/Sale,45003,39014,4522,288,381,309,1288,2023-08-08,2023,8,Aug,32,Tuesday,7,3,Morning (6-11),5500,14.1,86.69,2.86,Average
POST_0715,2023-03-11 12:53:00,Facebook,Reel,Tutorial,59969,47635,13979,1531,936,0,525,2023-03-11,2023,3,Mar,10,Saturday,12,1,Afternoon (12-16),16446,34.53,79.43,0.88,High Performer
POST_0716,2023-08-25 09:28:00,Facebook,Reel,User Generated Content,52380,35113,8404,739,572,0,491,2023-08-25,2023,8,Aug,34,Friday,9,3,Morning (6-11),9715,27.67,67.04,0.94,High Performer
POST_0717,2023-04-04 14:39:00,Twitter,Video,Promotion/Sale,13505,9130,1320,216,88,0,219,2023-04-04,2023,4,Apr,14,Tuesday,14,2,Afternoon (12-16),1624,17.79,67.6,1.62,Average
POST_0718,2023-01-26 11:03:00,Twitter,Reel,Festive/Seasonal,7513,6103,2137,336,157,0,74,2023-01-26,2023,1,Jan,4,Thursday,11,1,Morning (6-11),2630,43.09,81.23,0.98,High Performer
POST_0719,2023-05-14 23:55:00,Instagram,Text,Tutorial,4137,3087,213,27,18,13,41,2023-05-14,2023,5,May,19,Sunday,23,2,Night (22-5),271,8.78,74.62,0.99,Needs Improvement
POST_0720,2023-07-14 04:22:00,Instagram,Reel,Tutorial,41607,29906,8720,822,870,312,549,2023-07-14,2023,7,Jul,28,Friday,4,3,Night (22-5),10724,35.86,71.88,1.32,High Performer
POST_0721,2023-06-17 21:00:00,Instagram,Image,Promotion/Sale,51615,46123,6533,382,571,384,1356,2023-06-17,2023,6,Jun,24,Saturday,21,2,Evening (17-21),7870,17.06,89.36,2.63,Average
POST_0722,2023-04-19 02:31:00,Facebook,Story,Promotion/Sale,4355,3538,377,63,22,0,39,2023-04-19,2023,4,Apr,16,Wednesday,2,2,Night (22-5),462,13.06,81.24,0.9,Average
POST_0723,2023-08-21 09:08:00,Twitter,Video,Festive/Seasonal,38063,29111,3619,381,227,0,1102,2023-08-21,2023,8,Aug,34,Monday,9,3,Morning (6-11),4227,14.52,76.48,2.9,Average
POST_0724,2023-06-17 18:12:00,Facebook,Story,Festive/Seasonal,7028,5115,377,22,36,0,106,2023-06-17,2023,6,Jun,24,Saturday,18,2,Evening (17-21),435,8.5,72.78,1.51,Needs Improvement
POST_0725,2023-06-22 12:52:00,Instagram,Video,Behind the Scenes,36240,29555,8045,682,419,221,876,2023-06-22,2023,6,Jun,25,Thursday,12,2,Afternoon (12-16),9367,31.69,81.55,2.42,High Performer
POST_0726,2023-07-14 10:24:00,Instagram,Image,Festive/Seasonal,5526,4417,580,96,35,27,54,2023-07-14,2023,7,Jul,28,Friday,10,3,Morning (6-11),738,16.71,79.93,0.98,Average
POST_0727,2023-05-23 10:35:00,Instagram,Carousel,Product Launch,16505,12466,2403,394,112,127,196,2023-05-23,2023,5,May,21,Tuesday,10,2,Morning (6-11),3036,24.35,75.53,1.19,High Performer
POST_0728,2023-08-04 14:32:00,Instagram,Carousel,Tutorial,19647,17245,3279,487,109,231,399,2023-08-04,2023,8,Aug,31,Friday,14,3,Afternoon (12-16),4106,23.81,87.77,2.03,Average
POST_0729,2023-05-10 04:41:00,Instagram,Reel,Behind the Scenes,20125,16888,4679,347,202,145,197,2023-05-10,2023,5,May,19,Wednesday,4,2,Night (22-5),5373,31.82,83.92,0.98,High Performer
POST_0730,2023-02-11 08:31:00,Facebook,Image,Festive/Seasonal,13264,11408,566,31,39,0,394,2023-02-11,2023,2,Feb,6,Saturday,8,1,Morning (6-11),636,5.58,86.01,2.97,Needs Improvement
POST_0731,2023-08-29 02:26:00,Instagram,Reel,Product Launch,30250,21736,2930,426,216,160,700,2023-08-29,2023,8,Aug,35,Tuesday,2,3,Night (22-5),3732,17.17,71.85,2.31,Average
POST_0732,2023-01-10 11:43:00,Twitter,Image,Product Launch,4193,2941,240,15,9,0,89,2023-01-10,2023,1,Jan,2,Tuesday,11,1,Morning (6-11),264,8.98,70.14,2.12,Needs Improvement
POST_0733,2023-10-04 12:31:00,Facebook,Video,Product Launch,14323,12220,2952,384,250,0,380,2023-10-04,2023,10,Oct,40,Wednesday,12,4,Afternoon (12-16),3586,29.35,85.32,2.65,High Performer
POST_0734,2023-01-27 04:26:00,Instagram,Reel,Product Launch,54045,35888,11461,1840,573,669,697,2023-01-27,2023,1,Jan,4,Friday,4,1,Night (22-5),14543,40.52,66.4,1.29,High Performer
POST_0735,2023-06-29 20:45:00,Facebook,Image,Product Launch,19251,13359,943,107,88,0,218,2023-06-29,2023,6,Jun,26,Thursday,20,2,Evening (17-21),1138,8.52,69.39,1.13,Needs Improvement
POST_0736,2023-04-25 13:53:00,Twitter,Image,Behind the Scenes,4907,4120,395,66,15,0,121,2023-04-25,2023,4,Apr,17,Tuesday,13,2,Afternoon (12-16),476,11.55,83.96,2.47,Average
POST_0737,2023-11-29 14:28:00,Facebook,Carousel,Festive/Seasonal,24410,19489,3521,317,216,0,431,2023-11-29,2023,11,Nov,48,Wednesday,14,4,Afternoon (12-16),4054,20.8,79.84,1.77,Average
POST_0738,2023-02-05 19:31:00,Instagram,Carousel,Product Launch,65132,47094,5390,517,374,189,1764,2023-02-05,2023,2,Feb,5,Sunday,19,1,Evening (17-21),6470,13.74,72.31,2.71,Average
POST_0739,2023-11-30 04:10:00,Twitter,Reel,Tutorial,7261,5911,2129,153,208,0,139,2023-11-30,2023,11,Nov,48,Thursday,4,4,Night (22-5),2490,42.12,81.41,1.91,High Performer
POST_0740,2023-01-21 12:05:00,Instagram,Reel,Promotion/Sale,87364,71569,14686,1093,752,375,1024,2023-01-21,2023,1,Jan,3,Saturday,12,1,Afternoon (12-16),16906,23.62,81.92,1.17,Average
POST_0741,2023-01-16 20:36:00,Instagram,Image,Festive/Seasonal,39508,27076,1638,218,71,42,406,2023-01-16,2023,1,Jan,3,Monday,20,1,Evening (17-21),1969,7.27,68.53,1.03,Needs Improvement
POST_0742,2023-05-07 20:01:00,Twitter,Image,Tutorial,13317,11390,933,126,63,0,345,2023-05-07,2023,5,May,18,Sunday,20,2,Evening (17-21),1122,9.85,85.53,2.59,Average
POST_0743,2023-04-13 12:50:00,Twitter,Image,Tutorial,7031,4638,425,70,29,0,162,2023-04-13,2023,4,Apr,15,Thursday,12,2,Afternoon (12-16),524,11.3,65.97,2.3,Average
POST_0744,2023-01-11 08:48:00,Twitter,Video,Promotion/Sale,51822,35804,9558,1315,942,0,1416,2023-01-11,2023,1,Jan,2,Wednesday,8,1,Morning (6-11),11815,33.0,69.09,2.73,High Performer
POST_0745,2023-11-15 05:14:00,Instagram,Story,Product Launch,10536,7130,657,110,37,37,163,2023-11-15,2023,11,Nov,46,Wednesday,5,4,Night (22-5),841,11.8,67.67,1.55,Average
POST_0746,2023-03-20 21:18:00,Facebook,Story,Behind the Scenes,16213,11796,1071,183,102,0,179,2023-03-20,2023,3,Mar,12,Monday,21,1,Evening (17-21),1356,11.5,72.76,1.1,Average
POST_0747,2023-05-03 07:02:00,Instagram,Reel,Product Launch,60922,40624,7986,1346,593,505,719,2023-05-03,2023,5,May,18,Wednesday,7,2,Morning (6-11),10430,25.67,66.68,1.18,High Performer
POST_0748,2023-03-06 22:17:00,Instagram,Carousel,Promotion/Sale,27999,18396,2318,304,93,160,313,2023-03-06,2023,3,Mar,10,Monday,22,1,Night (22-5),2875,15.63,65.7,1.12,Average
POST_0749,2023-08-31 12:14:00,Twitter,Reel,Festive/Seasonal,18933,12815,1695,285,82,0,443,2023-08-31,2023,8,Aug,35,Thursday,12,3,Afternoon (12-16),2062,16.09,67.69,2.34,Average
POST_0750,2023-12-09 08:34:00,Twitter,Story,User Generated Content,17407,12234,673,91,65,0,458,2023-12-09,2023,12,Dec,49,Saturday,8,4,Morning (6-11),829,6.78,70.28,2.63,Needs Improvement
POST_0751,2023-02-28 02:18:00,Instagram,Image,Tutorial,9609,8593,1207,86,61,31,155,2023-02-28,2023,2,Feb,9,Tuesday,2,1,Night (22-5),1385,16.12,89.43,1.61,Average
POST_0752,2023-10-16 06:10:00,Instagram,Story,User Generated Content,13723,10217,432,40,42,24,229,2023-10-16,2023,10,Oct,42,Monday,6,4,Morning (6-11),538,5.27,74.45,1.67,Needs Improvement
POST_0753,2023-04-22 22:49:00,Facebook,Video,User Generated Content,8833,5866,815,102,77,0,146,2023-04-22,2023,4,Apr,16,Saturday,22,2,Night (22-5),994,16.95,66.41,1.65,Average
POST_0754,2023-08-27 08:29:00,Instagram,Image,Promotion/Sale,49784,37909,4398,638,185,183,1103,2023-08-27,2023,8,Aug,34,Sunday,8,3,Morning (6-11),5404,14.26,76.15,2.22,Average
POST_0755,2023-12-25 15:36:00,Twitter,Video,Tutorial,11032,9918,2165,337,130,0,336,2023-12-25,2023,12,Dec,52,Monday,15,4,Afternoon (12-16),2632,26.54,89.9,3.05,High Performer
POST_0756,2023-05-12 14:47:00,Twitter,Image,User Generated Content,7924,6906,603,77,44,0,155,2023-05-12,2023,5,May,19,Friday,14,2,Afternoon (12-16),724,10.48,87.15,1.96,Average
