post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks
POST_0514,2023-07-17 14:40:00,Instagram,Reel,Behind the Scenes,84529,63347,23900,2885,1177,1495.0,1149
POST_0515,2023-10-23 20:58:00,Instagram,Text,User Generated Content,15250,10105,449,71,38,15.0,169
POST_0516,2023-04-08 01:05:00,Instagram,Image,Product Launch,21117,18637,1065,115,57,76.0,233
POST_0517,2023-05-11 12:06:00,Twitter,Reel,Promotion/Sale,11320,8751,2110,197,121,0.0,226
POST_0518,2023-01-23 09:49:00,Facebook,Image,User Generated Content,10112,8018,1004,149,40,0.0,116
POST_0519,2023-12-29 21:15:00,Instagram,Reel,Tutorial,60205,49363,7034,383,403,434.0,780
POST_0520,2023-08-12 18:42:00,Instagram,Reel,Product Launch,30164,21565,7652,1273,388,258.0,481
POST_0521,2023-01-01 12:42:00,Instagram,Reel,Festive/Seasonal,96956,79336,26897,2732,1101,1728.0,1651
POST_0522,2023-09-24 04:22:00,Instagram,Reel,Product Launch,32783,23527,3500,626,143,277.0,925
POST_0523,2023-10-03 02:10:00,Facebook,Image,Product Launch,10810,9367,709,78,52,0.0,209
POST_0524,2023-12-18 05:41:00,Facebook,Story,Festive/Seasonal,7386,5410,414,66,18,0.0,205
POST_0525,2023-12-10 11:39:00,Twitter,Image,Promotion/Sale,5979,5051,250,39,8,0.0,185
POST_0526,2023-04-11 12:02:00,Twitter,Image,User Generated Content,14280,10331,704,105,33,0.0,371
POST_0527,2023-07-06 20:36:00,Facebook,Carousel,Behind the Scenes,33323,26610,4227,586,297,0.0,608
POST_0528,2023-08-09 03:41:00,Instagram,Reel,Promotion/Sale,30409,25608,4761,666,220,273.0,830
POST_0529,2023-02-05 21:43:00,Instagram,Reel,Promotion/Sale,120950,79978,25268,2384,1604,1913.0,1596
POST_0530,2023-12-07 20:41:00,Instagram,Story,Tutorial,17442,11396,477,39,15,27.0,259
POST_0531,2023-06-19 21:25:00,Twitter,Reel,Product Launch,16178,13200,4951,279,457,0.0,360
POST_0532,2023-11-16 21:48:00,Instagram,Image,Product Launch,33793,26191,1431,88,103,57.0,982
POST_0533,2023-06-10 10:21:00,Facebook,Image,Behind the Scenes,8724,6310,621,87,57,0.0,213
POST_0534,2023-12-06 09:50:00,Twitter,Image,Tutorial,12353,10128,1405,124,42,0.0,183
POST_0535,2023-03-05 09:27:00,Facebook,Reel,Behind the Scenes,70529,56307,7441,1077,391,0.0,1686
POST_0536,2023-06-03 09:06:00,Facebook,Video,Behind the Scenes,38803,28546,4057,252,357,0.0,1071
POST_0537,2023-09-17 02:00:00,Instagram,Image,Promotion/Sale,9899,8238,1012,66,30,63.0,170
POST_0538,2023-06-08 07:06:00,Twitter,Image,User Generated Content,8055,5261,525,84,50,,141
POST_0539,2023-12-08 08:16:00,Twitter,Reel,Promotion/Sale,25234,18799,5328,535,249,0.0,241
POST_0540,2023-07-29 03:14:00,Instagram,Text,User Generated Content,5176,3489,113,20,6,5.0,126
POST_0541,2023-06-17 18:32:00,Instagram,Story,Product Launch,6754,5070,428,59,22,11.0,146
POST_0542,2023-07-26 08:47:00,Instagram,Image,Promotion/Sale,20152,16013,1834,258,151,132.0,400
POST_0543,2023-12-23 04:33:00,Facebook,Text,Behind the Scenes,3161,2074,78,8,5,0.0,73
POST_0544,2023-06-01 01:35:00,Facebook,Reel,Tutorial,19249,13116,4913,314,311,0.0,361
POST_0545,2023-10-11 21:37:00,Facebook,Text,User Generated Content,3915,2647,137,16,6,0.0,77
POST_0546,2023-03-07 12:44:00,Instagram,Reel,Behind the Scenes,85137,56224,14366,2005,684,552.0,1597
POST_0547,2023-04-09 20:36:00,Twitter,Story,Festive/Seasonal,8943,7245,503,37,39,0.0,193
POST_0548,2023-08-04 19:14:00,Twitter,Reel,Festive/Seasonal,26659,23402,3120,284,106,0.0,772
POST_0549,2023-12-07 12:28:00,Twitter,Carousel,User Generated Content,11691,8756,1583,172,93,0.0,333
POST_0550,2023-07-14 14:23:00,Facebook,Reel,Festive/Seasonal,35220,23953,6650,1170,375,0.0,284
POST_0551,2023-12-13 21:25:00,Facebook,Image,Festive/Seasonal,12169,9911,1425,154,78,0.0,218
POST_0552,2023-03-31 00:29:00,Instagram,Text,User Generated Content,2044,1779,78,7,5,3.0,52
POST_0553,2023-11-12 07:49:00,Facebook,Video,Tutorial,75207,51731,11326,1452,800,0.0,1140
POST_0554,2023-10-19 05:43:00,Instagram,Reel,User Generated Content,31329,21357,4875,346,396,158.0,251
POST_0555,2023-06-04 21:37:00,Instagram,Story,Behind the Scenes,47005,37333,2272,350,154,56.0,1007
POST_0556,2023-07-27 14:44:00,Instagram,Story,Product Launch,31371,23499,1347,92,54,61.0,654
POST_0557,2023-10-08 10:32:00,Instagram,Image,Product Launch,20309,13607,1276,168,112,85.0,249
POST_0558,2023-01-01 19:09:00,Instagram,Reel,Product Launch,160025,108990,38368,6761,1626,2429.0,1221
POST_0559,2023-06-05 07:22:00,Facebook,Image,Festive/Seasonal,24038,21249,2391,269,207,0.0,818
POST_0560,2023-05-27 04:01:00,Twitter,Image,Festive/Seasonal,994,890,50,7,2,0.0,12
POST_0561,2023-04-18 07:30:00,Facebook,Image,Tutorial,24162,16034,1692,283,96,,264
POST_0562,2023-08-09 15:06:00,Instagram,Reel,Product Launch,27382,18129,6128,964,436,252.0,616
POST_0563,2023-10-24 15:18:00,Facebook,Carousel,Festive/Seasonal,19205,16249,2570,266,249,0.0,426
POST_0564,2023-11-07 02:26:00,Instagram,Text,Product Launch,7766,5475,295,36,12,6.0,154
POST_0565,2023-12-02 20:58:00,Instagram,Reel,Tutorial,55728,45509,6758,726,280,209.0,731
POST_0566,2023-06-14 12:05:00,Twitter,Image,Behind the Scenes,9222,6112,526,61,33,0.0,131
POST_0567,2023-08-27 13:07:00,Twitter,Reel,Behind the Scenes,20887,13900,2032,253,141,0.0,505
POST_0568,2023-08-15 15:53:00,Instagram,Story,User Generated Content,11012,9800,387,24,12,12.0,257
POST_0569,2023-08-15 14:46:00,Instagram,Carousel,Festive/Seasonal,47924,41240,4730,283,198,130.0,564
POST_0570,2023-12-12 18:09:00,Instagram,Image,Tutorial,13881,9875,813,145,63,62.0,140
POST_0571,2023-04-20 08:22:00,Instagram,Reel,Product Launch,47444,30888,9255,1234,543,456.0,693
POST_0572,2023-09-19 00:19:00,Instagram,Text,Product Launch,1641,1204,39,2,3,2.0,38
POST_0573,2023-08-31 09:21:00,Instagram,Carousel,User Generated Content,25300,17058,1667,256,129,88.0,413
POST_0574,2023-03-28 14:29:00,Twitter,Carousel,Product Launch,12458,8324,935,89,79,0.0,331
POST_0575,2023-12-04 06:50:00,Instagram,Carousel,Product Launch,30505,21541,2789,287,274,86.0,731
POST_0576,2023-02-13 16:13:00,Facebook,Reel,User Generated Content,17527,14595,3437,430,303,0.0,498
POST_0577,2023-05-26 13:33:00,Facebook,Story,Product Launch,8572,6747,438,51,43,0.0,94
POST_0578,2023-09-21 09:30:00,Twitter,Reel,Behind the Scenes,37822,28328,4590,324,442,0.0,1030
POST_0579,2023-12-06 22:22:00,Twitter,Image,Tutorial,5023,3872,341,32,24,0.0,105
POST_0580,2023-11-21 13:30:00,Instagram,Carousel,User Generated Content,15457,11869,1800,223,80,116.0,127
POST_0581,2023-11-14 19:06:00,Facebook,Image,Tutorial,26935,19266,2210,273,189,,617
POST_0582,2023-06-21 12:28:00,Facebook,Text,Promotion/Sale,7490,5782,175,14,10,0.0,161
POST_0583,2023-02-17 00:46:00,Facebook,Story,Festive/Seasonal,1700,1315,74,10,2,0.0,36
POST_0584,2023-05-01 20:44:00,Instagram,Reel,Behind the Scenes,126310,87608,21791,1348,1608,1155.0,1946
POST_0585,2023-12-11 01:28:00,Twitter,Image,Product Launch,3578,2345,306,38,28,0.0,65
POST_0586,2023-06-08 09:20:00,Instagram,Reel,Behind the Scenes,111796,84676,27093,4570,1897,835.0,1529
POST_0587,2023-04-26 09:04:00,Instagram,Image,Behind the Scenes,20293,16006,1671,176,122,41.0,202
POST_0588,2023-04-12 19:19:00,Instagram,Reel,Tutorial,41558,32395,5921,514,343,406.0,337
POST_0589,2023-03-17 09:02:00,Facebook,Image,Behind the Scenes,34707,30652,1530,107,140,0.0,728
POST_0590,2023-01-13 02:51:00,Facebook,Image,Festive/Seasonal,11751,9585,1084,185,108,0.0,302
POST_0591,2023-01-24 07:45:00,Instagram,Carousel,Product Launch,23528,16652,3350,279,152,94.0,595
POST_0592,2023-05-06 16:07:00,Instagram,Carousel,User Generated Content,18401,15065,1603,238,133,62.0,336
POST_0593,2023-09-01 03:01:00,Facebook,Image,Product Launch,7493,6335,769,107,75,0.0,138
POST_0594,2023-11-09 14:54:00,Facebook,Video,Tutorial,20382,16670,4590,572,204,0.0,418
POST_0595,2023-02-07 19:21:00,Facebook,Story,Behind the Scenes,15314,12807,675,69,32,0.0,204
POST_0596,2023-08-22 04:41:00,Twitter,Reel,User Generated Content,10875,9540,2125,313,197,0.0,337
POST_0597,2023-08-01 09:06:00,Twitter,Image,Behind the Scenes,3581,2762,161,13,8,0.0,94
POST_0598,2023-11-19 08:43:00,Twitter,Story,Tutorial,9030,6552,640,103,53,0.0,94
POST_0599,2023-10-22 15:51:00,Facebook,Image,Tutorial,11464,8402,807,108,53,0.0,114
POST_0600,2023-04-10 20:10:00,Instagram,Reel,Behind the Scenes,64224,54628,19039,1291,1840,756.0,1631
POST_0601,2023-12-23 17:59:00,Instagram,Story,Tutorial,17457,12712,1243,83,98,80.0,385
POST_0602,2023-07-16 23:47:00,Twitter,Carousel,Behind the Scenes,5569,4835,465,26,37,0.0,117
POST_0603,2023-09-11 12:15:00,Instagram,Image,Tutorial,12694,10905,1098,81,88,55.0,306
POST_0604,2023-07-24 06:33:00,Twitter,Image,Product Launch,5448,4669,595,84,22,0.0,164
POST_0605,2023-05-05 04:11:00,Instagram,Carousel,User Generated Content,20622,17937,3165,204,185,231.0,204
POST_0606,2023-03-17 18:35:00,Facebook,Image,Behind the Scenes,16601,13609,1478,125,70,,520
POST_0607,2023-12-02 22:10:00,Instagram,Image,Product Launch,13831,9471,464,56,45,19.0,196
POST_0608,2023-12-19 01:21:00,Instagram,Image,Tutorial,9185,7165,647,106,42,32.0,101
POST_0609,2023-01-03 06:35:00,Instagram,Video,Tutorial,35880,27045,5586,849,244,386.0,796
POST_0610,2023-02-24 19:27:00,Facebook,Carousel,Promotion/Sale,24232,18525,2018,298,132,0.0,363
POST_0611,2023-08-06 21:29:00,Facebook,Video,Behind the Scenes,44365,29444,4644,484,210,0.0,294
POST_0612,2023-04-23 08:14:00,Facebook,Reel,Behind the Scenes,78566,67642,21511,1544,826,0.0,813
POST_0613,2023-04-01 08:51:00,Instagram,Image,Product Launch,29502,20055,1949,185,109,111.0,632
POST_0614,2023-12-23 09:25:00,Instagram,Image,Promotion/Sale,16651,10971,1573,126,53,49.0,122
POST_0615,2023-09-23 20:40:00,Instagram,Story,Festive/Seasonal,22959,17472,1478,171,133,106.0,179
POST_0616,2023-08-26 12:11:00,Facebook,Image,Festive/Seasonal,18357,14046,2007,226,198,0.0,458
POST_0617,2023-01-26 01:11:00,Facebook,Image,User Generated Content,14725,12728,729,103,39,0.0,129
POST_0618,2023-10-13 15:40:00,Instagram,Story,User Generated Content,5920,4195,398,37,34,7.0,80
POST_0619,2023-05-08 08:42:00,Twitter,Image,Behind the Scenes,4389,3058,309,27,18,0.0,65
POST_0620,2023-03-04 20:27:00,Instagram,Story,Tutorial,27910,24458,1748,162,65,134.0,288
POST_0621,2023-08-22 01:25:00,Twitter,Video,User Generated Content,6821,4713,1354,89,100,0.0,64
POST_0622,2023-03-10 16:01:00,Instagram,Carousel,Festive/Seasonal,7581,6651,660,103,44,16.0,257
POST_0623,2023-08-26 07:47:00,Twitter,Image,Behind the Scenes,7270,6277,309,36,25,0.0,238
POST_0624,2023-12-08 19:39:00,Twitter,Carousel,Tutorial,22162,18946,3787,287,188,0.0,353
POST_0625,2023-09-29 10:56:00,Twitter,Image,Tutorial,3595,2480,283,20,14,0.0,62
POST_0626,2023-10-14 09:12:00,Instagram,Reel,Product Launch,74335,62059,18199,1278,1242,459.0,1323
POST_0627,2023-11-01 11:28:00,Twitter,Text,Tutorial,1548,1376,96,9,3,0.0,21
POST_0628,2023-06-12 22:37:00,Instagram,Story,Festive/Seasonal,8475,7516,346,51,13,27.0,161
POST_0629,2023-08-15 08:27:00,Instagram,Reel,Behind the Scenes,80530,56210,9296,1598,876,680.0,1616
POST_0630,2023-11-10 06:24:00,Instagram,Carousel,Tutorial,33556,22390,2691,244,200,111.0,323
POST_0631,2023-09-16 17:00:00,Twitter,Story,Behind the Scenes,3795,2592,130,10,6,0.0,75
POST_0632,2023-08-07 09:45:00,Instagram,Reel,Festive/Seasonal,97275,80156,17698,2780,783,852.0,2727
POST_0633,2023-10-08 19:13:00,Instagram,Image,Festive/Seasonal,34491,22637,2586,235,87,146.0,389
POST_0634,2023-08-17 07:13:00,Instagram,Image,Festive/Seasonal,30319,20318,1262,111,45,94.0,206
POST_0635,2023-03-23 02:17:00,Instagram,Image,Festive/Seasonal,8016,7066,448,78,19,28.0,186
POST_0636,2023-09-01 10:48:00,Facebook,Reel,Tutorial,34058,26854,7112,536,296,0.0,1006
POST_0637,2023-08-19 10:45:00,Facebook,Carousel,Product Launch,13546,9952,2080,303,149,0.0,362
POST_0638,2023-05-13 23:51:00,Instagram,Reel,Festive/Seasonal,11423,8159,2015,160,165,151.0,185
POST_0639,2023-05-07 06:50:00,Facebook,Video,Promotion/Sale,20361,15724,2999,504,209,0.0,516
POST_0640,2023-11-23 08:04:00,Facebook,Reel,User Generated Content,72372,53226,12722,2039,705,0.0,1799
POST_0641,2023-05-22 03:36:00,Instagram,Reel,Tutorial,46962,39977,13765,1395,462,607.0,1207
POST_0642,2023-09-24 08:06:00,Instagram,Reel,Tutorial,84502,70748,15521,2056,668,1008.0,1865
POST_0643,2023-09-06 08:51:00,Instagram,Reel,Promotion/Sale,90994,70124,12854,2259,1029,995.0,1599
POST_0644,2023-11-17 11:55:00,Instagram,Reel,Promotion/Sale,27855,24358,6391,907,304,299.0,333
POST_0645,2023-05-03 18:34:00,Instagram,Carousel,Product Launch,32123,25302,2379,344,171,151.0,837
POST_0646,2023-05-21 05:11:00,Instagram,Image,Tutorial,15843,12569,1015,136,35,74.0,170
POST_0647,2023-08-14 11:23:00,Facebook,Image,Product Launch,11835,8857,827,133,44,0.0,319
POST_0648,2023-02-09 11:20:00,Facebook,Carousel,Promotion/Sale,5955,5027,975,71,58,0.0,75
POST_0649,2023-05-27 18:12:00,Twitter,Carousel,Promotion/Sale,8756,6121,627,34,32,0.0,163
POST_0650,2023-05-01 21:29:00,Twitter,Reel,Tutorial,56305,45986,11011,1914,884,0.0,1743
POST_0651,2023-05-20 14:07:00,Facebook,Reel,Behind the Scenes,12370,10285,1635,146,109,0.0,277
POST_0652,2023-06-21 10:16:00,Facebook,Story,Tutorial,7700,5325,337,43,32,0.0,169
POST_0653,2023-06-13 15:42:00,Instagram,Reel,Behind the Scenes,39765,27756,8289,1086,598,409.0,717
POST_0654,2023-10-04 19:55:00,Instagram,Video,Festive/Seasonal,57944,45186,7060,1091,303,177.0,1043
POST_0655,2023-02-11 01:31:00,Facebook,Carousel,Product Launch,8212,6483,790,135,74,0.0,162
POST_0656,2023-03-12 16:33:00,Instagram,Video,Promotion/Sale,33960,28332,3406,380,182,256.0,293
POST_0657,2023-03-19 09:40:00,Twitter,Story,Product Launch,10568,7094,752,88,54,0.0,121
POST_0658,2023-04-29 12:20:00,Instagram,Image,Tutorial,23834,18049,996,63,88,34.0,286
POST_0659,2023-07-16 19:38:00,Instagram,Carousel,User Generated Content,28295,22471,2003,109,67,140.0,304
POST_0660,2023-12-22 05:24:00,Facebook,Image,User Generated Content,4028,3059,394,33,23,0.0,34
POST_0661,2023-03-20 01:39:00,Instagram,Story,Festive/Seasonal,15439,11318,664,42,36,17.0,373
POST_0662,2023-12-28 20:25:00,Instagram,Video,Tutorial,78707,70247,21479,2751,1698,797.0,2031
POST_0663,2023-04-20 16:37:00,Instagram,Story,Product Launch,10000,7204,424,72,14,20.0,269
POST_0664,2023-02-02 10:07:00,Twitter,Story,Promotion/Sale,1734,1363,73,6,6,0.0,36
POST_0665,2023-08-01 04:22:00,Instagram,Reel,Behind the Scenes,12008,10698,2401,308,85,146.0,406
POST_0666,2023-07-28 07:22:00,Facebook,Carousel,Festive/Seasonal,33214,22636,3525,527,206,0.0,823
POST_0667,2023-06-19 15:54:00,Facebook,Image,User Generated Content,11646,7952,618,47,57,0.0,260
POST_0668,2023-10-05 09:29:00,Instagram,Story,Promotion/Sale,29015,21042,1036,153,65,34.0,599
POST_0669,2023-08-27 22:39:00,Facebook,Story,Product Launch,6247,4291,458,35,17,0.0,69
POST_0670,2023-08-01 01:11:00,Instagram,Reel,User Generated Content,44375,33564,9154,482,296,427.0,1157
POST_0671,2023-02-01 05:52:00,Twitter,Reel,Tutorial,12781,10958,1777,304,146,0.0,419
POST_0672,2023-04-16 11:43:00,Instagram,Image,Promotion/Sale,16289,12067,1666,142,88,103.0,397
POST_0673,2023-08-04 09:45:00,Facebook,Reel,User Generated Content,28946,21617,4331,387,427,0.0,633
POST_0674,2023-07-19 11:51:00,Instagram,Reel,Behind the Scenes,51714,46240,10383,1601,627,749.0,713
POST_0675,2023-10-27 02:19:00,Twitter,Image,Promotion/Sale,5067,4064,368,53,16,0.0,47
POST_0676,2023-12-23 04:58:00,Twitter,Reel,Promotion/Sale,8086,6214,1062,102,61,0.0,72
POST_0677,2023-01-11 09:39:00,Instagram,Carousel,User Generated Content,31461,25151,4218,440,333,188.0,632
POST_0678,2023-10-22 08:37:00,Instagram,Carousel,User Generated Content,19314,15894,2658,146,148,209.0,359
POST_0679,2023-07-14 08:05:00,Twitter,Video,Behind the Scenes,37433,29778,8656,1405,536,0.0,722
POST_0680,2023-09-02 22:43:00,Instagram,Carousel,Promotion/Sale,17145,15287,2635,160,238,128.0,184
POST_0681,2023-01-04 00:08:00,Instagram,Carousel,User Generated Content,16158,11326,2163,264,73,169.0,287
POST_0682,2023-06-30 06:20:00,Facebook,Story,Tutorial,6262,4805,469,42,20,0.0,66
POST_0683,2023-06-02 12:07:00,Instagram,Story,Festive/Seasonal,19672,13905,666,62,63,27.0,551
POST_0684,2023-07-19 21:15:00,Facebook,Carousel,User Generated Content,25474,17699,3545,389,282,,699
POST_0685,2023-08-03 03:19:00,Facebook,Carousel,Festive/Seasonal,6620,4368,328,49,12,0.0,104
POST_0686,2023-10-03 19:07:00,Instagram,Story,Tutorial,30584,23154,878,133,26,57.0,852
POST_0687,2023-10-07 17:11:00,Facebook,Image,Product Launch,10778,8054,1072,178,57,0.0,229
POST_0688,2023-11-05 07:23:00,Facebook,Reel,Tutorial,41847,37265,9625,1047,476,0.0,1444
POST_0689,2023-04-23 14:44:00,Facebook,Story,Tutorial,8789,6325,412,74,13,0.0,173
POST_0690,2023-09-07 17:09:00,Facebook,Image,Product Launch,3442,2370,213,24,10,0.0,46
POST_0691,2023-04-23 23:32:00,Instagram,Image,Tutorial,19579,17350,1390,172,130,28.0,595
POST_0692,2023-05-20 06:24:00,Instagram,Carousel,User Generated Content,27237,18325,1745,305,118,36.0,324
POST_0693,2023-08-12 04:26:00,Twitter,Image,Promotion/Sale,8292,7453,563,67,37,0.0,165
POST_0694,2023-09-06 02:38:00,Instagram,Carousel,User Generated Content,10813,9670,1884,216,136,63.0,254
POST_0695,2023-01-15 05:08:00,Instagram,Video,Promotion/Sale,50505,40547,7910,1189,331,340.0,827
POST_0696,2023-07-19 18:36:00,Instagram,Video,Product Launch,39295,33221,7323,1122,515,296.0,1139
POST_0697,2023-06-22 23:24:00,Instagram,Carousel,Tutorial,16921,12102,887,119,58,41.0,472
POST_0698,2023-12-09 20:27:00,Instagram,Text,User Generated Content,14044,12160,373,46,33,20.0,383
POST_0699,2023-12-14 22:11:00,Facebook,Story,User Generated Content,5329,3989,392,32,38,0.0,154
POST_0700,2023-07-27 23:31:00,Instagram,Image,Promotion/Sale,8784,6473,867,152,52,34.0,166
POST_0701,2023-03-26 16:40:00,Facebook,Carousel,Promotion/Sale,13175,8733,690,69,37,0.0,170
POST_0702,2023-08-28 18:34:00,Instagram,Story,Festive/Seasonal,11640,8499,423,38,41,18.0,198
POST_0703,2023-03-07 13:44:00,Instagram,Image,Promotion/Sale,16553,13578,1585,204,57,96.0,161
POST_0704,2023-11-15 08:58:00,Instagram,Reel,Promotion/Sale,90768,75781,13792,2198,443,974.0,1804
POST_0705,2023-10-01 08:41:00,Facebook,Image,Promotion/Sale,28372,18957,1272,121,93,,499
POST_0706,2023-01-14 05:59:00,Facebook,Image,Behind the Scenes,4526,3269,231,17,13,0.0,101
POST_0707,2023-07-21 18:11:00,Facebook,Carousel,Festive/Seasonal,10152,9077,1901,292,89,0.0,109
POST_0708,2023-10-31 17:35:00,Instagram,Story,User Generated Content,5821,4171,302,45,27,21.0,86
POST_0709,2023-10-16 05:10:00,Twitter,Image,Tutorial,1731,1428,69,7,3,0.0,43
POST_0710,2023-12-06 09:31:00,Facebook,Image,Product Launch,32601,23669,2980,262,182,0.0,752
POST_0711,2023-01-14 07:18:00,Facebook,Text,Tutorial,12961,11389,358,52,24,0.0,207
POST_0712,2023-02-12 23:08:00,Instagram,Reel,Tutorial,26306,19293,5330,882,372,308.0,493
POST_0713,2023-11-26 19:11:00,Facebook,Reel,User Generated Content,20164,15647,3295,275,205,0.0,219
POST_0714,2023-08-08 07:20:00,Instagram,Image,Promotion/Sale,45003,39014,4522,288,381,309.0,1288
POST_0715,2023-03-11 12:53:00,Facebook,Reel,Tutorial,59969,47635,13979,1531,936,,525
POST_0716,2023-08-25 09:28:00,Facebook,Reel,User Generated Content,52380,35113,8404,739,572,0.0,491
POST_0717,2023-04-04 14:39:00,Twitter,Video,Promotion/Sale,13505,9130,1320,216,88,0.0,219
POST_0718,2023-01-26 11:03:00,Twitter,Reel,Festive/Seasonal,7513,6103,2137,336,157,0.0,74
POST_0719,2023-05-14 23:55:00,Instagram,Text,Tutorial,4137,3087,213,27,18,13.0,41
POST_0720,2023-07-14 04:22:00,Instagram,Reel,Tutorial,41607,29906,8720,822,870,312.0,549
POST_0721,2023-06-17 21:00:00,Instagram,Image,Promotion/Sale,51615,46123,6533,382,571,384.0,1356
POST_0722,2023-04-19 02:31:00,Facebook,Story,Promotion/Sale,4355,3538,377,63,22,0.0,39
POST_0723,2023-08-21 09:08:00,Twitter,Video,Festive/Seasonal,38063,29111,3619,381,227,0.0,1102
POST_0724,2023-06-17 18:12:00,Facebook,Story,Festive/Seasonal,7028,5115,377,22,36,0.0,106
POST_0725,2023-06-22 12:52:00,Instagram,Video,Behind the Scenes,36240,29555,8045,682,419,221.0,876
POST_0726,2023-07-14 10:24:00,Instagram,Image,Festive/Seasonal,5526,4417,580,96,35,27.0,54
POST_0727,2023-05-23 10:35:00,Instagram,Carousel,Product Launch,16505,12466,2403,394,112,127.0,196
POST_0728,2023-08-04 14:32:00,Instagram,Carousel,Tutorial,19647,17245,3279,487,109,231.0,399
POST_0729,2023-05-10 04:41:00,Instagram,Reel,Behind the Scenes,20125,16888,4679,347,202,145.0,197
POST_0730,2023-02-11 08:31:00,Facebook,Image,Festive/Seasonal,13264,11408,566,31,39,0.0,394
POST_0731,2023-08-29 02:26:00,Instagram,Reel,Product Launch,30250,21736,2930,426,216,160.0,700
POST_0732,2023-01-10 11:43:00,Twitter,Image,Product Launch,4193,2941,240,15,9,0.0,89
POST_0733,2023-10-04 12:31:00,Facebook,Video,Product Launch,14323,12220,2952,384,250,0.0,380
POST_0734,2023-01-27 04:26:00,Instagram,Reel,Product Launch,54045,35888,11461,1840,573,669.0,697
POST_0735,2023-06-29 20:45:00,Facebook,Image,Product Launch,19251,13359,943,107,88,,218
POST_0736,2023-04-25 13:53:00,Twitter,Image,Behind the Scenes,4907,4120,395,66,15,0.0,121
POST_0737,2023-11-29 14:28:00,Facebook,Carousel,Festive/Seasonal,24410,19489,3521,317,216,0.0,431
POST_0738,2023-02-05 19:31:00,Instagram,Carousel,Product Launch,65132,47094,5390,517,374,189.0,1764
POST_0739,2023-11-30 04:10:00,Twitter,Reel,Tutorial,7261,5911,2129,153,208,0.0,139
POST_0740,2023-01-21 12:05:00,Instagram,Reel,Promotion/Sale,87364,71569,14686,1093,752,375.0,1024
POST_0741,2023-01-16 20:36:00,Instagram,Image,Festive/Seasonal,39508,27076,1638,218,71,42.0,406
POST_0742,2023-05-07 20:01:00,Twitter,Image,Tutorial,13317,11390,933,126,63,,345
POST_0743,2023-04-13 12:50:00,Twitter,Image,Tutorial,7031,4638,425,70,29,0.0,162
POST_0744,2023-01-11 08:48:00,Twitter,Video,Promotion/Sale,51822,35804,9558,1315,942,0.0,1416
POST_0745,2023-11-15 05:14:00,Instagram,Story,Product Launch,10536,7130,657,110,37,37.0,163
POST_0746,2023-03-20 21:18:00,Facebook,Story,Behind the Scenes,16213,11796,1071,183,102,0.0,179
POST_0747,2023-05-03 07:02:00,Instagram,Reel,Product Launch,60922,40624,7986,1346,593,505.0,719
POST_0748,2023-03-06 22:17:00,Instagram,Carousel,Promotion/Sale,27999,18396,2318,304,93,160.0,313
POST_0749,2023-08-31 12:14:00,Twitter,Reel,Festive/Seasonal,18933,12815,1695,285,82,0.0,443
POST_0750,2023-12-09 08:34:00,Twitter,Story,User Generated Content,17407,12234,673,91,65,0.0,458
POST_0751,2023-02-28 02:18:00,Instagram,Image,Tutorial,9609,8593,1207,86,61,31.0,155
POST_0752,2023-10-16 06:10:00,Instagram,Story,User Generated Content,13723,10217,432,40,42,24.0,229
POST_0753,2023-04-22 22:49:00,Facebook,Video,User Generated Content,8833,5866,815,102,77,0.0,146
POST_0754,2023-08-27 08:29:00,Instagram,Image,Promotion/Sale,49784,37909,4398,638,185,183.0,1103
POST_0755,2023-12-25 15:36:00,Twitter,Video,Tutorial,11032,9918,2165,337,130,0.0,336
POST_0756,2023-05-12 14:47:00,Twitter,Image,User Generated Content,7924,6906,603,77,44,0.0,155
POST_0757,2023-07-08 03:49:00,Instagram,Video,User Generated Content,33804,24677,5561,395,540,395.0,886
POST_0758,2023-03-27 15:49:00,Facebook,Reel,User Generated Content,18090,15206,2506,128,78,0.0,419
POST_0759,2023-11-07 14:31:00,Instagram,Story,Tutorial,8550,6460,566,60,45,19.0,222
POST_0760,2023-11-07 14:35:00,Instagram,Story,User Generated Content,8137,5717,303,39,26,13.0,101
POST_0761,2023-02-28 05:32:00,Instagram,Story,Festive/Seasonal,10023,7737,392,51,21,31.0,188
POST_0762,2023-03-25 15:07:00,Instagram,Video,Behind the Scenes,35431,28042,8899,1371,547,561.0,773
POST_0763,2023-06-09 21:36:00,Instagram,Carousel,Promotion/Sale,31308,22274,4538,424,438,235.0,644
POST_0764,2023-02-25 08:07:00,Twitter,Carousel,Behind the Scenes,16917,11543,1455,91,107,,270
POST_0765,2023-10-24 21:17:00,Facebook,Reel,Tutorial,27678,20802,7597,1081,450,0.0,530
POST_0766,2023-01-14 01:49:00,Instagram,Image,Behind the Scenes,7540,6756,756,65,53,20.0,263
POST_0767,2023-06-09 20:34:00,Instagram,Image,Festive/Seasonal,23020,19092,2340,321,170,172.0,235
POST_0768,2023-10-22 02:52:00,Twitter,Carousel,Product Launch,4457,3173,679,68,55,0.0,96
POST_0769,2023-12-13 22:23:00,Instagram,Image,Behind the Scenes,8441,6354,447,23,40,34.0,128
POST_0770,2023-07-12 19:34:00,Instagram,Carousel,Festive/Seasonal,31128,20288,3448,542,138,101.0,683
